instrument family,instrument,technique original,modulation technique,file_name,subset,label
Strings,Violoncello,sul-tasto-tremolo,tremolo,Vc-tasto-trem-B2-mf-3c.wav,training,2
Strings,Violoncello,sul-ponticello-tremolo,tremolo,Vc-pont-trem-E3-mf-2c.wav,training,2
Strings,Violoncello,trill-minor-second-up,trill,Vc-trill-min2-D4-mf-1c.wav,training,1
Bassoons,Bassoon,trill-major-second-up,trill,Bn-trill-maj2-F#4-mf.wav,training,1
Trombones,Tenor-Trombone,flatterzunge-no-mouthpiece,flatterzunge,TTbn-flatt-no-mthpc-C#5-p.wav,training,4
Horns,Horn,flatterzunge,flatterzunge,Hn-flatt-D#3-pp.wav,validation,4
Strings,Viola,tremolo,tremolo,Va-trem-G#5-mf-2c.wav,training,2
Strings,Violoncello,trill-minor-second-up,trill,Vc-trill-min2-C#4-mf-1c.wav,training,1
Horns,Horn,flatterzunge,flatterzunge,Hn-flatt-F4-ff.wav,training,4
Strings,Violin,trill-major-second-up,trill,Vn-trill-maj2-D#5-mf-3c.wav,test,1
Strings,Violoncello,tremolo,tremolo,Vc-trem-G#4-ff-1c.wav,validation,2
PluckedStrings,Harp,bisbigliando,bisbigliando,Hp-bisb-F#2-mf.wav,test,3
Horns,Horn,flatterzunge-stopped,flatterzunge,Hn-flatt-stopped-A#2-mf.wav,validation,4
Strings,Viola,trill-major-second-up,trill,Va-trill-maj2-F4-mf-3c.wav,training,1
Horns,Horn,flatterzunge-to-ordinario,flatterzunge,Hn-flatt_ord-G#2-f.wav,training,4
Strings,Viola,tremolo,tremolo,Va-trem-B6-pp-1c.wav,training,2
Trombones,Tenor-Trombone-straight,flatterzunge,flatterzunge,TTbn+S-flatt-G4-mf.wav,training,4
Saxophones,Alto-Sax,bisbigliando,bisbigliando,ASax-bisb-F#3-mf.wav,training,3
Strings,Violoncello,sul-ponticello-tremolo,tremolo,Vc-pont-trem-D4-mf-1c.wav,training,2
Strings,Contrabass,trill-minor-second-up,trill,Cb-trill-min2-B1-mf-4c.wav,training,1
Saxophones,Alto-Sax,trill-major-second-up,trill,ASax-trill-maj2-C#4-mf.wav,training,1
Trumpets,Trumpet-C,trill-minor-second-up,trill,TpC-trill-min2-C6-mf.wav,training,1
PluckedStrings,Harp,bisbigliando-with-stick,bisbigliando,Hp-bisb+stick-C#7-mf.wav,training,3
Strings,Violin,trill-major-second-up,trill,Vn-trill-maj2-B5-mf-1c.wav,training,1
Trombones,Tenor-Trombone,flatterzunge,flatterzunge,TTbn-flatt-D3-ff.wav,training,4
Strings,Contrabass,sul-tasto-tremolo,tremolo,Cb-tasto-trem-A1-mf-4c.wav,training,2
Trumpets,Trumpet-C,flatterzunge-to-ordinario,flatterzunge,TpC-flatt_ord-E5-f.wav,test,4
Bassoons,Bassoon,trill-minor-second-up,trill,Bn-trill-min2-F#3-mf.wav,test,1
Strings,Violoncello,tremolo,tremolo,Vc-trem-F#2-ff-4c.wav,test,2
Strings,Violoncello-sordina,tremolo,tremolo,Vc+S-trem-D2-mf-4c.wav,training,2
Clarinets,Clarinet-Bb,flatterzunge,flatterzunge,BbCl-flatt-A#5-mf.wav,test,4
Bassoons,Bassoon,vibrato,vibrato,Bn-vib-D#2-mf.wav,training,0
Strings,Contrabass,tremolo,tremolo,Cb-trem-C#2-ff-4c.wav,training,2
Strings,Viola,trill-major-second-up,trill,Va-trill-maj2-A4-mf-2c.wav,training,1
PluckedStrings,Harp,bisbigliando,bisbigliando,Hp-bisb-G#2-p.wav,training,3
Strings,Contrabass,tremolo,tremolo,Cb-trem-C3-pp-2c.wav,validation,2
Strings,Violin,trill-minor-second-up,trill,Vn-trill-min2-B4-mf-3c.wav,training,1
Trumpets,Trumpet-C-straight,flatterzunge,flatterzunge,TpC+S-flatt-A#4-mf.wav,training,4
Horns,Horn,flatterzunge,flatterzunge,Hn-flatt-E5-ff.wav,test,4
Bassoons,Bassoon,trill-major-second-up,trill,Bn-trill-maj2-C2-mf.wav,training,1
Strings,Viola-sordina-piombo,tremolo,tremolo,Va+SP-trem-G#5-mf-1c.wav,training,2
Clarinets,Clarinet-Bb,trill-major-second-up,trill,BbCl-trill-maj2-F#3-mf.wav,training,1
Strings,Viola,artificial-harmonic-tremolo,tremolo,Va-art-harm-trem-C#7-mf-2c.wav,training,2
Tubas,Bass-Tuba,bisbigliando,bisbigliando,BBTb-bisb-C#4-mf.wav,training,3
Strings,Violin-sordina,tremolo,tremolo,Vn+S-trem-C#5-pp.wav,training,2
Strings,Viola-sordina,tremolo,tremolo,Va+S-trem-G4-mf-2c.wav,validation,2
Strings,Violin-sordina-piombo,tremolo,tremolo,Vn+SP-trem-G3-mf-4c.wav,training,2
Strings,Violoncello,trill-minor-second-up,trill,Vc-trill-min2-D3-mf-3c.wav,training,1
Strings,Viola,tremolo,tremolo,Va-trem-F5-ff-1c.wav,test,2
Strings,Contrabass,trill-minor-second-up,trill,Cb-trill-min2-C#2-mf-4c.wav,training,1
PluckedStrings,Harp,bisbigliando-with-stick,bisbigliando,Hp-bisb+stick-A5-mf.wav,training,3
Strings,Viola,tremolo,tremolo,Va-trem-G5-mf-2c.wav,training,2
Trombones,Tenor-Trombone,flatterzunge,flatterzunge,TTbn-flatt-B3-pp.wav,validation,4
Strings,Contrabass,tremolo,tremolo,Cb-trem-F#1-mf-4c.wav,training,2
Strings,Violin-sordina-piombo,tremolo,tremolo,Vn+SP-trem-G4-mf-3c.wav,training,2
Trombones,Tenor-Trombone,flatterzunge,flatterzunge,TTbn-flatt-B2-ff.wav,training,4
PluckedStrings,Harp,bisbigliando,bisbigliando,Hp-bisb-G1-mf.wav,training,3
PluckedStrings,Harp,bisbigliando,bisbigliando,Hp-bisb-F#3-mf.wav,training,3
Strings,Viola,trill-minor-second-up,trill,Va-trill-min2-C#5-mf-2c.wav,validation,1
Strings,Contrabass,tremolo,tremolo,Cb-trem-A#3-pp-1c.wav,training,2
Horns,Horn,flatterzunge,flatterzunge,Hn-flatt-F#4-pp.wav,test,4
Strings,Contrabass-sordina,tremolo,tremolo,Cb+S-trem-A#1-mf-4c.wav,training,2
Tubas,Bass-Tuba,flatterzunge-and-voice-unison,flatterzunge,BBTb-flatt+voice-uni-D#4-mf.wav,training,4
Strings,Violin,tremolo,tremolo,Vn-trem-G#5-ff-1c.wav,validation,2
Oboes,Oboe,double-trill-minor-second-up,trill,Ob-dbl-trill-min2-F#5-mf.wav,training,1
Strings,Violin,trill-major-second-up,trill,Vn-trill-maj2-B3-mf-4c.wav,training,1
Strings,Violoncello,tremolo,tremolo,Vc-trem-E3-pp-2c.wav,training,2
Trombones,Tenor-Trombone-cup,flatterzunge,flatterzunge,TTbn+C-flatt-A4-mf.wav,validation,4
Strings,Violoncello,sul-ponticello-tremolo,tremolo,Vc-pont-trem-G#4-mf-1c.wav,training,2
Trombones,Tenor-Trombone-cup,flatterzunge,flatterzunge,TTbn+C-flatt-G#4-mf.wav,training,4
Oboes,Oboe,vibrato,vibrato,Ob-vib-B4-mf.wav,training,0
Strings,Violin,trill-major-second-up,trill,Vn-trill-maj2-B4-mf-2c.wav,training,1
Oboes,Oboe,trill-minor-second-up,trill,Ob-trill-min2-G#5-mf.wav,training,1
Horns,Horn,flatterzunge,flatterzunge,Hn-flatt-B3-mf.wav,training,4
Trumpets,Trumpet-C-straight,flatterzunge,flatterzunge,TpC+S-flatt-F#3-mf.wav,training,4
Strings,Violin,trill-minor-second-up,trill,Vn-trill-min2-G#3-mf-4c.wav,training,1
Bassoons,Bassoon,flatterzunge,flatterzunge,Bn-flatt-B3-mf.wav,training,4
Strings,Violoncello-sordina-piombo,tremolo,tremolo,Vc+SP-trem-E3-mf-2c.wav,training,2
Strings,Contrabass,sul-tasto-tremolo,tremolo,Cb-tasto-trem-B2-mf-3c.wav,training,2
Clarinets,Clarinet-Bb,flatterzunge,flatterzunge,BbCl-flatt-C5-mf.wav,validation,4
PluckedStrings,Harp,bisbigliando-with-stick,bisbigliando,Hp-bisb+stick-C2-mf.wav,training,3
Trumpets,Trumpet-C,flatterzunge,flatterzunge,TpC-flatt-F5-pp.wav,training,4
Strings,Violoncello,trill-major-second-up,trill,Vc-trill-maj2-D4-mf-1c.wav,test,1
Strings,Viola,artificial-harmonic-tremolo,tremolo,Va-art-harm-trem-F#5-mf-4c.wav,test,2
Strings,Violoncello,sul-tasto-tremolo,tremolo,Vc-tasto-trem-G2-mf-3c.wav,training,2
Strings,Viola,sul-tasto-tremolo,tremolo,Va-tasto-trem-G5-mf-1c.wav,training,2
Bassoons,Bassoon,vibrato,vibrato,Bn-vib-D#5-mf.wav,validation,0
Flutes,Flute,flatterzunge,flatterzunge,Fl-flatt-D4-ff.wav,training,4
Strings,Violoncello-sordina,tremolo,tremolo,Vc+S-trem-C#5-mf-1c.wav,validation,2
Strings,Violoncello-sordina,tremolo,tremolo,Vc+S-trem-G5-mf-1c.wav,training,2
Strings,Viola,sul-tasto-tremolo,tremolo,Va-tasto-trem-C#3-mf-4c.wav,validation,2
Trombones,Tenor-Trombone,vibrato,vibrato,TTbn-vib-E3-p.wav,validation,0
Strings,Violin-sordina,tremolo,tremolo,Vn+S-trem-E4-ff-3c.wav,test,2
Strings,Violin,trill-minor-second-up,trill,Vn-trill-min2-G5-mf-1c.wav,validation,1
Tubas,Bass-Tuba,flatterzunge-and-voice-unison,flatterzunge,BBTb-flatt+voice-uni-F#1-mf.wav,training,4
Strings,Viola,tremolo,tremolo,Va-trem-C3-ff-4c.wav,training,2
Strings,Contrabass,tremolo,tremolo,Cb-trem-B1-mf-4c.wav,validation,2
Strings,Contrabass,artificial-harmonic-tremolo,tremolo,Cb-art-harm-trem-G4-mf-1c.wav,training,2
Oboes,Oboe,vibrato,vibrato,Ob-vib-B3-mf.wav,test,0
Tubas,Bass-Tuba,flatterzunge-and-voice-unison,flatterzunge,BBTb-flatt+voice-uni-D#2-mf.wav,training,4
Strings,Contrabass,tremolo,tremolo,Cb-trem-A#1-ff-3c.wav,training,2
Strings,Viola,sul-ponticello-tremolo,tremolo,Va-pont-trem-F4-mf-4c.wav,training,2
Strings,Violoncello,sul-ponticello-tremolo,tremolo,Vc-pont-trem-C#3-mf-3c.wav,training,2
Flutes,Flute,ordinario-to-flatterzunge,flatterzunge,Fl-ord_flatt-D#4-mf.wav,training,4
Oboes,Oboe,double-trill-major-second-up,trill,Ob-dbl-trill-maj2-C6-mf.wav,validation,1
Trombones,Tenor-Trombone,ordinario-to-flatterzunge,flatterzunge,TTbn-ord_flatt-G2-f.wav,test,4
Trombones,Tenor-Trombone,flatterzunge-no-mouthpiece,flatterzunge,TTbn-flatt-no-mthpc-C#5-f.wav,training,4
Tubas,Bass-Tuba,bisbigliando,bisbigliando,BBTb-bisb-D2-mf.wav,test,3
Strings,Viola,trill-major-second-up,trill,Va-trill-maj2-A#4-mf-1c.wav,training,1
Strings,Viola,tremolo,tremolo,Va-trem-C#5-mf-3c.wav,training,2
Trumpets,Trumpet-C,trill-major-second-up,trill,TpC-trill-maj2-B4-mf.wav,training,1
Strings,Contrabass,tremolo-to-ordinario,tremolo,Cb-trem_ord-D#4-mf.wav,test,2
Strings,Violin,sul-ponticello-tremolo,tremolo,Vn-pont-trem-G5-mf-1c.wav,training,2
Strings,Viola,artificial-harmonic-tremolo,tremolo,Va-art-harm-trem-G6-mf-3c.wav,test,2
Strings,Viola,tremolo,tremolo,Va-trem-D#5-ff-2c.wav,training,2
Horns,Horn,flatterzunge,flatterzunge,Hn-flatt-G4-mf.wav,validation,4
PluckedStrings,Harp,bisbigliando-with-stick,bisbigliando,Hp-bisb+stick-A1-mf.wav,validation,3
Strings,Violin,tremolo,tremolo,Vn-trem-B5-pp-2c.wav,training,2
Strings,Violin,trill-major-second-up,trill,Vn-trill-maj2-E5-mf-1c.wav,test,1
Tubas,Bass-Tuba,flatterzunge,flatterzunge,BBTb-flatt-B3-mf.wav,training,4
Strings,Contrabass,sul-tasto-tremolo,tremolo,Cb-tasto-trem-G2-mf-4c.wav,training,2
Trumpets,Trumpet-C,trill-minor-second-up,trill,TpC-trill-min2-G#5-mf.wav,training,1
Tubas,Bass-Tuba,trill-minor-second-up,trill,BBTb-trill-min2-B3-mf.wav,training,1
Tubas,Bass-Tuba,flatterzunge-and-voice-unison,flatterzunge,BBTb-flatt+voice-uni-D2-mf.wav,training,4
Saxophones,Alto-Sax,flatterzunge,flatterzunge,ASax-flatt-C5-mf.wav,training,4
Strings,Viola,sul-tasto-tremolo,tremolo,Va-tasto-trem-D#4-mf-3c.wav,training,2
Strings,Violin,tremolo,tremolo,Vn-trem-D#5-pp-4c.wav,training,2
Strings,Violoncello,tremolo-to-ordinario,tremolo,Vc-trem_ord-F2-mf.wav,training,2
Strings,Viola,tremolo,tremolo,Va-trem-E3-ff-4c.wav,training,2
Strings,Violoncello,tremolo,tremolo,Vc-trem-C5-ff-1c.wav,training,2
Strings,Contrabass,tremolo,tremolo,Cb-trem-F#3-mf-1c.wav,test,2
Strings,Contrabass,tremolo,tremolo,Cb-trem-C2-pp-3c.wav,training,2
Tubas,Bass-Tuba,bisbigliando,bisbigliando,BBTb-bisb-C2-mf.wav,training,3
Strings,Violoncello,tremolo,tremolo,Vc-trem-G#3-pp-2c.wav,training,2
Strings,Contrabass-sordina,tremolo,tremolo,Cb+S-trem-A2-mf-2c.wav,training,2
Saxophones,Alto-Sax,ordinario-to-flatterzunge,flatterzunge,ASax-ord_flatt-G#5-mf.wav,validation,4
Strings,Violin,trill-minor-second-up,trill,Vn-trill-min2-B4-mf-2c.wav,test,1
Flutes,Flute,trill-major-second-up,trill,Fl-trill-maj2-B5-mf.wav,validation,1
Clarinets,Clarinet-Bb,trill-minor-second-up,trill,BbCl-trill-min2-A5-mf.wav,test,1
Trumpets,Trumpet-C,flatterzunge-to-ordinario,flatterzunge,TpC-flatt_ord-C#4-f.wav,training,4
Strings,Contrabass,ordinario-to-tremolo,tremolo,Cb-ord_trem-A#3-mf.wav,training,2
Strings,Violin,tremolo,tremolo,Vn-trem-F4-pp-4c.wav,training,2
Strings,Viola,sul-ponticello-tremolo,tremolo,Va-pont-trem-E5-mf-1c.wav,validation,2
Saxophones,Alto-Sax,ordinario-to-flatterzunge,flatterzunge,ASax-ord_flatt-G4-mf.wav,validation,4
Trumpets,Trumpet-C-wah,flatterzunge-open,flatterzunge,TpC+W-flatt-open-G#3-mf.wav,validation,4
Strings,Violin-sordina,tremolo,tremolo,Vn+S-trem-C#6-pp-1c 1.wav,test,2
Strings,Contrabass,trill-major-second-up,trill,Cb-trill-maj2-E2-mf-3c.wav,validation,1
Strings,Contrabass-sordina,tremolo,tremolo,Cb+S-trem-D2-mf-2c.wav,training,2
Strings,Contrabass,trill-minor-second-up,trill,Cb-trill-min2-G#3-mf-1c.wav,training,1
Trombones,Tenor-Trombone,vibrato,vibrato,TTbn-vib-C3-fff.wav,test,0
Saxophones,Alto-Sax,bisbigliando,bisbigliando,ASax-bisb-G#5-mf.wav,training,3
Strings,Violin,trill-major-second-up,trill,Vn-trill-maj2-G5-mf-2c.wav,training,1
Strings,Viola,tremolo,tremolo,Va-trem-B4-mf-4c.wav,training,2
Strings,Contrabass,tremolo,tremolo,Cb-trem-G#3-mf-1c.wav,training,2
Strings,Contrabass,artificial-harmonic-tremolo,tremolo,Cb-art-harm-trem-F3-mf.wav,test,2
Strings,Violin,trill-minor-second-up,trill,Vn-trill-min2-G5-mf-2c.wav,training,1
Saxophones,Alto-Sax,flatterzunge,flatterzunge,ASax-flatt-B4-mf.wav,training,4
Strings,Violin,tremolo,tremolo,Vn-trem-G6-ff-2c.wav,training,2
Trombones,Tenor-Trombone,vibrato,vibrato,TTbn-vib-F#4-mf.wav,training,0
Strings,Violoncello,trill-major-second-up,trill,Vc-trill-maj2-F2-mf-4c.wav,validation,1
PluckedStrings,Harp,bisbigliando-with-stick,bisbigliando,Hp-bisb+stick-C#4-mf.wav,test,3
PluckedStrings,Harp,bisbigliando,bisbigliando,Hp-bisb-A#5-mf.wav,training,3
Strings,Violoncello,sul-tasto-tremolo,tremolo,Vc-tasto-trem-E2-mf-4c.wav,training,2
Strings,Viola-sordina,tremolo,tremolo,Va+S-trem-B5-mf-1c.wav,test,2
Bassoons,Bassoon,trill-minor-second-up,trill,Bn-trill-min2-F4-mf.wav,training,1
Strings,Violin,tremolo,tremolo,Vn-trem-G#3-ff-4c.wav,validation,2
Strings,Violin-sordina,tremolo,tremolo,Vn+S-trem-A6-pp.wav,training,2
Strings,Contrabass,tremolo,tremolo,Cb-trem-A#3-ff-1c.wav,training,2
Strings,Contrabass,sul-ponticello-tremolo,tremolo,Cb-pont-trem-F#2-mf-3c.wav,training,2
Strings,Contrabass,tremolo,tremolo,Cb-trem-G1-pp-4c.wav,validation,2
Clarinets,Clarinet-Bb,flatterzunge,flatterzunge,BbCl-flatt-F5-mf.wav,validation,4
Strings,Viola,artificial-harmonic-tremolo,tremolo,Va-art-harm-trem-G#5-mf-4c.wav,training,2
Strings,Viola-sordina,tremolo,tremolo,Va+S-trem-A#4-mf-1c.wav,validation,2
Strings,Viola,tremolo,tremolo,Va-trem-A#5-ff-2c.wav,test,2
Bassoons,Bassoon,trill-minor-second-up,trill,Bn-trill-min2-B2-mf.wav,test,1
Tubas,Bass-Tuba,bisbigliando,bisbigliando,BBTb-bisb-E2-mf.wav,test,3
Trumpets,Trumpet-C,flatterzunge,flatterzunge,TpC-flatt-B3-ff.wav,validation,4
Strings,Violin,tremolo,tremolo,Vn-trem-D#6-mf-2c.wav,test,2
Bassoons,Bassoon,trill-minor-second-up,trill,Bn-trill-min2-G#3-mf.wav,training,1
Bassoons,Bassoon,flatterzunge,flatterzunge,Bn-flatt-C5-mf.wav,training,4
Strings,Violin,tremolo,tremolo,Vn-trem-C5-pp-3c.wav,training,2
Oboes,Oboe,vibrato,vibrato,Ob-vib-F#5-mf.wav,training,0
Horns,Horn,flatterzunge,flatterzunge,Hn-flatt-B4-pp.wav,training,4
Horns,Horn,trill-major-second-up,trill,Hn-trill-maj2-B3-mf.wav,training,1
PluckedStrings,Harp,bisbigliando,bisbigliando,Hp-bisb-E5-mf.wav,training,3
Strings,Violoncello,tremolo,tremolo,Vc-trem-G#3-pp-3c.wav,training,2
Horns,Horn,flatterzunge,flatterzunge,Hn-flatt-C#3-mf.wav,training,4
PluckedStrings,Harp,bisbigliando-with-stick,bisbigliando,Hp-bisb+stick-A4-mf.wav,validation,3
Tubas,Bass-Tuba,trill-minor-second-up,trill,BBTb-trill-min2-D#4-mf.wav,test,1
Strings,Violoncello,tremolo,tremolo,Vc-trem-D3-ff-3c.wav,test,2
Strings,Viola,sul-tasto-tremolo,tremolo,Va-tasto-trem-D#5-mf-3c.wav,training,2
Horns,Horn,ordinario-to-flatterzunge,flatterzunge,Hn-ord_flatt-D#5-f.wav,training,4
Tubas,Bass-Tuba,flatterzunge-and-voice-unison,flatterzunge,BBTb-flatt+voice-uni-A#3-mf.wav,training,4
Strings,Viola,tremolo,tremolo,Va-trem-E4-mf-4c.wav,training,2
Trumpets,Trumpet-C-straight,flatterzunge,flatterzunge,TpC+S-flatt-D#5-mf.wav,training,4
Tubas,Bass-Tuba,trill-major-second-up,trill,BBTb-trill-maj2-F4-mf.wav,training,1
Strings,Violoncello,tremolo,tremolo,Vc-trem-F#3-mf-2c.wav,validation,2
Strings,Violoncello,tremolo-to-ordinario,tremolo,Vc-trem_ord-E5-mf-1c.wav,training,2
Clarinets,Clarinet-Bb,trill-major-second-up,trill,BbCl-trill-maj2-G#4-mf.wav,test,1
Trombones,Tenor-Trombone,vibrato,vibrato,TTbn-vib-C#3-p.wav,training,0
Saxophones,Alto-Sax,bisbigliando,bisbigliando,ASax-bisb-C#5-mf.wav,training,3
Strings,Violin,trill-major-second-up,trill,Vn-trill-maj2-C4-mf-4c.wav,training,1
Strings,Contrabass,sul-ponticello-tremolo,tremolo,Cb-pont-trem-D2-mf-2c.wav,training,2
Strings,Viola-sordina-piombo,tremolo,tremolo,Va+SP-trem-E6-mf-1c.wav,training,2
Strings,Contrabass,trill-major-second-up,trill,Cb-trill-maj2-A1-mf-3c.wav,validation,1
Horns,Horn,flatterzunge,flatterzunge,Hn-flatt-G4-pp.wav,training,4
Strings,Viola-sordina-piombo,tremolo,tremolo,Va+SP-trem-D3-mf-4c.wav,validation,2
Trombones,Tenor-Trombone,ordinario-to-flatterzunge,flatterzunge,TTbn-ord_flatt-F#2-f.wav,training,4
Flutes,Flute,trill-major-second-up,trill,Fl-trill-maj2-G6-mf.wav,test,1
PluckedStrings,Harp,bisbigliando,bisbigliando,Hp-bisb-C#1-mf.wav,training,3
Trombones,Tenor-Trombone,flatterzunge-to-ordinario,flatterzunge,TTbn-flatt_ord-G#3-f.wav,training,4
PluckedStrings,Harp,bisbigliando-with-stick,bisbigliando,Hp-bisb+stick-D5-mf.wav,validation,3
Strings,Violoncello,ordinario-to-tremolo,tremolo,Vc-ord_trem-F#4-mf.wav,validation,2
Strings,Violin,tremolo,tremolo,Vn-trem-C7-mf-1c.wav,test,2
Tubas,Bass-Tuba,flatterzunge-to-ordinario,flatterzunge,BBTb-flatt_ord-D#4-mf.wav,test,4
Strings,Violin,tremolo,tremolo,Vn-trem-E6-ff-1c.wav,training,2
Strings,Viola,tremolo,tremolo,Va-trem-D6-pp-1c.wav,validation,2
Strings,Contrabass,tremolo-to-ordinario,tremolo,Cb-trem_ord-F4-mf.wav,test,2
Strings,Contrabass,sul-tasto-tremolo,tremolo,Cb-tasto-trem-G#2-mf-3c.wav,test,2
Strings,Violin,tremolo-to-ordinario,tremolo,Vn-trem_ord-C#5-mf-2c.wav,training,2
Flutes,Flute,ordinario-to-flatterzunge,flatterzunge,Fl-ord_flatt-C#6-mf.wav,training,4
Strings,Viola,trill-minor-second-up,trill,Va-trill-min2-E6-mf-1c.wav,training,1
Horns,Horn-sordina,flatterzunge,flatterzunge,Hn+S-flatt-D#5-mf.wav,training,4
Strings,Viola,sul-ponticello-tremolo,tremolo,Va-pont-trem-F#4-mf-2c.wav,test,2
Saxophones,Alto-Sax,trill-major-second-up,trill,ASax-trill-maj2-C#3-mf.wav,training,1
Tubas,Bass-Tuba,ordinario-to-flatterzunge,flatterzunge,BBTb-ord_flatt-A#3-mf.wav,training,4
Saxophones,Alto-Sax,trill-major-second-up,trill,ASax-trill-maj2-D#4-mf.wav,test,1
Trumpets,Trumpet-C,trill-minor-second-up,trill,TpC-trill-min2-A#4-mf.wav,validation,1
Trombones,Tenor-Trombone,flatterzunge,flatterzunge,TTbn-flatt-G#3-ff.wav,training,4
Saxophones,Alto-Sax,trill-minor-second-up,trill,ASax-trill-min2-D#4-mf.wav,training,1
Strings,Viola-sordina,tremolo,tremolo,Va+S-trem-C3-mf-4c.wav,training,2
Strings,Violin-sordina-piombo,tremolo,tremolo,Vn+SP-trem-F#6-mf-1c.wav,training,2
Strings,Viola,ordinario-to-tremolo,tremolo,Va-ord_trem-F3-mf.wav,test,2
Strings,Violin-sordina,tremolo,tremolo,Vn+S-trem-A3-pp.wav,test,2
Strings,Violin,tremolo-to-ordinario,tremolo,Vn-trem_ord-A#5-mf.wav,training,2
Flutes,Flute,flatterzunge,flatterzunge,Fl-flatt-D#5-pp.wav,training,4
Strings,Violin,trill-major-second-up,trill,Vn-trill-maj2-F#5-mf-2c.wav,training,1
Strings,Contrabass,tremolo,tremolo,Cb-trem-C3-ff-3c.wav,test,2
PluckedStrings,Harp,bisbigliando,bisbigliando,Hp-bisb-G#1-mf.wav,training,3
Strings,Contrabass,sul-tasto-tremolo,tremolo,Cb-tasto-trem-C#4-mf-1c.wav,test,2
Oboes,Oboe,trill-major-second-up,trill,Ob-trill-maj2-C#6-mf.wav,training,1
Strings,Viola,trill-major-second-up,trill,Va-trill-maj2-B4-mf-2c.wav,validation,1
Trombones,Tenor-Trombone,vibrato,vibrato,TTbn-vib-C4-mf.wav,training,0
Oboes,Oboe,double-trill-major-second-up,trill,Ob-dbl-trill-maj2-G#5-mf.wav,validation,1
Strings,Violoncello,sul-tasto-tremolo,tremolo,Vc-tasto-trem-D#3-mf-3c.wav,training,2
Horns,Horn,ordinario-to-flatterzunge,flatterzunge,Hn-ord_flatt-A#3-f.wav,validation,4
Strings,Viola,tremolo,tremolo,Va-trem-C#6-pp-1c.wav,validation,2
Oboes,Oboe,double-trill-minor-second-up,trill,Ob-dbl-trill-min2-E5-mf.wav,training,1
PluckedStrings,Harp,bisbigliando-with-stick,bisbigliando,Hp-bisb+stick-E6-mf.wav,validation,3
Tubas,Bass-Tuba,ordinario-to-flatterzunge,flatterzunge,BBTb-ord_flatt-E2-mf.wav,training,4
Strings,Viola,sul-tasto-tremolo,tremolo,Va-tasto-trem-G#4-mf-4c.wav,validation,2
Flutes,Flute,flatterzunge,flatterzunge,Fl-flatt-F#5-pp.wav,training,4
Strings,Viola,artificial-harmonic-tremolo,tremolo,Va-art-harm-trem-G5-mf-4c.wav,validation,2
Bassoons,Bassoon,trill-major-second-up,trill,Bn-trill-maj2-C#2-mf.wav,training,1
PluckedStrings,Harp,bisbigliando,bisbigliando,Hp-bisb-E4-p.wav,test,3
Strings,Violoncello,tremolo-to-ordinario,tremolo,Vc-trem_ord-A3-mf-2c.wav,training,2
Trombones,Tenor-Trombone,ordinario-to-flatterzunge,flatterzunge,TTbn-ord_flatt-C#4-f.wav,test,4
Trombones,Tenor-Trombone,vibrato,vibrato,TTbn-vib-A2-mf.wav,training,0
Horns,Horn,trill-minor-second-up,trill,Hn-trill-min2-A4-mf.wav,test,1
Saxophones,Alto-Sax,trill-major-second-up,trill,ASax-trill-maj2-D4-mf.wav,training,1
Tubas,Bass-Tuba,flatterzunge-and-voice-unison,flatterzunge,BBTb-flatt+voice-uni-G3-mf.wav,training,4
Strings,Violoncello,tremolo,tremolo,Vc-trem-A3-ff-3c.wav,validation,2
Strings,Violin-sordina,tremolo,tremolo,Vn+S-trem-G5-pp-1c 1.wav,test,2
Strings,Violin-sordina,tremolo,tremolo,Vn+S-trem-F4-mf-4c.wav,training,2
Strings,Contrabass,sul-ponticello-tremolo,tremolo,Cb-pont-trem-E2-mf-4c.wav,training,2
Strings,Viola,ordinario-to-tremolo,tremolo,Va-ord_trem-A5-mf.wav,training,2
Strings,Viola,sul-ponticello-tremolo,tremolo,Va-pont-trem-A4-mf-4c.wav,training,2
Flutes,Flute,flatterzunge,flatterzunge,Fl-flatt-A#6-ff.wav,validation,4
Strings,Violoncello,tremolo,tremolo,Vc-trem-E3-ff-3c.wav,validation,2
Clarinets,Clarinet-Bb,trill-major-second-up,trill,BbCl-trill-maj2-E4-mf.wav,training,1
Trombones,Tenor-Trombone-wah,flatterzunge-open,flatterzunge,TTbn+W-flatt-open-B2-mf.wav,validation,4
Strings,Viola,artificial-harmonic-tremolo,tremolo,Va-art-harm-trem-G#7-mf-1c.wav,validation,2
Trombones,Tenor-Trombone-cup,flatterzunge,flatterzunge,TTbn+C-flatt-D3-mf.wav,test,4
Flutes,Flute,flatterzunge,flatterzunge,Fl-flatt-C#4-ff.wav,training,4
Trombones,Tenor-Trombone,flatterzunge-to-ordinario,flatterzunge,TTbn-flatt_ord-G#4-f.wav,test,4
Trombones,Tenor-Trombone-cup,flatterzunge,flatterzunge,TTbn+C-flatt-G2-mf.wav,training,4
Strings,Viola,tremolo,tremolo,Va-trem-F4-ff-4c.wav,validation,2
Trumpets,Trumpet-C,trill-major-second-up,trill,TpC-trill-maj2-G#3-mf.wav,test,1
Strings,Violin,artificial-harmonic-tremolo,tremolo,Vn-art-harm-trem-F#7-mf-2c.wav,training,2
Horns,Horn,ordinario-to-flatterzunge,flatterzunge,Hn-ord_flatt-D#4-f.wav,validation,4
